"Custom Bulk","Custom Bulk"
"Custom Cms Page","Custom Cms Page"
"Custom Face Masks","Custom Face Masks"
"Custom Felted Magnets","Custom Felted Magnets"
"Custom Forevers","Custom Forevers"
"Custom Pet Keychains","Custom Pet Keychains"
"Custom Pet Magnets","Custom Pet Magnets"
"Custom Photo Pillows","Custom Photo Pillows"
"Custom Pillows","Custom Pillows"
"Custom Socks","Custom Socks"
"Customer service (Magento CMS)","Customer service (Magento CMS)"
"Customer service","Customer service"
"Customize your Petsies plush","Customize your Petsies plush"
"Customize","Customize"
"DD","DD"
"DPD Courier","DPD Courier"
"Date and time","Date and time"
"Day","Day"
"Delete discount code","Delete discount code"
"Delivery","Delivery"
"Departments","Departments"
"Describe Your Pet's Physical Features","Describe Your Pet's Physical Features"
"Description","Description"
"Description","Description"
"Description","Description"
"Details","Details"
"Discount code","Discount code"
"Discount","Discount"
"Does your pet have a special story?","Does your pet have a special story?"
"Don't have an account yet?","Don't have an account yet?"
"Don't have your photos? You can finalize your order and","Don't have your photos? You can finalize your order and"
"Don't hesitate and","Don't hesitate and"
"Done","Done"
"Download all","Download all"
"Download","Download"
"E-mail address *","E-mail address *"
"E-mail address","E-mail address"
"E-mail us at <b>demo@vuestorefront.io</b> with any questions, suggestions how we could improve products or shopping experience","E-mail us at <b>demo@vuestorefront.io</b> with any questions, suggestions how we could improve products or shopping experience"
"Earn credits with every purchase","Earn credits with every purchase"
"Easy shipping","Easy shipping"
"Edit contact","Edit contact"
"Edit newsletter preferences","Edit newsletter preferences"
"Edit payment","Edit payment"
"Edit personal details","Edit personal details"
"Edit shipping","Edit shipping"
"Edit your profile","Edit your profile"
"Edit your shipping details","Edit your shipping details"
"Edit","Edit"
"Email address *","Email address *"
"Email address","Email address"
"Email has successfully been sent","Email has successfully been sent"
"Email","Email"
"Email:","Email:"
"English","English"
"Enjoy over 25 beautifully illustrated color pages, where your child’s drawings will help Dongler get home in time for dinner!","Enjoy over 25 beautifully illustrated color pages, where your child’s drawings will help Dongler get home in time for dinner!"
"Enjoy these perks with your free account!","Enjoy these perks with your free account!"
"Enter your email address","Enter your email address"
"Enter your email to receive instructions on how to reset your password.","Enter your email to receive instructions on how to reset your password."
"Enter your pet's birthday so we can send you a special gift","Enter your pet's birthday so we can send you a special gift"
"Erin recommends","Erin recommends"
"Error refreshing user token. User is not authorized to access the resource","Error refreshing user token. User is not authorized to access the resource"
"Error while sending reset password e-mail","Error while sending reset password e-mail"
"Error with response - bad content-type!","Error with response - bad content-type!"
"Error: Error while adding products","Error: Error while adding products"
"Everything new","Everything new"
"Expiration date","Expiration date"
"Extension developers would like to thank you for placing an order!","Extension developers would like to thank you for placing an order!"
"Eye Color","Eye Color"
"FAQ","FAQ"
"Faster checkout","Faster checkout"
"Feel free to edit any of your details below so your account is always up to date","Feel free to edit any of your details below so your account is always up to date"
"Felted Magnets","Felted Magnets"
"Field is required","Field is required"
"Field is required.","Field is required."
"Filter by categories","Filter by categories"
"Filter","Filter"
"Filters","Filters"
"Final Options","Final Options"
"First name *","First name *"
"First name","First name"
"Forevers Cat","Forevers Cat"
"Forevers Dog","Forevers Dog"
"Forevers Other","Forevers Other"
"Forgot the password?","Forgot the password?"
"Forgotten password?","Forgotten password?"
"Form components","Form components"
"Full rewards program benefits","Full rewards program benefits"
"Fur Color","Fur Color"
"General agreement","General agreement"
"German","German"
"Germany","Germany"
"Get inspired","Get inspired"
"Get special birthday savings for your pet(s) (optional)", "Get special birthday savings for your pet(s) (optional)"
"Gift Box","Gift Box"
"Gift Cards","Gift Cards"
"Gift card code","Gift card code"
"Give a feedback","Give a feedback"
"Go review the order","Go review the order"
"Go to Facebook","Go to Facebook"
"Go to Instagram","Go to Instagram"
"Go to Pinterest","Go to Pinterest"
"Go to Youtube","Go to Youtube"
"Go to checkout","Go to checkout"
"Grand Total","Grand Total"
"Grand total","Grand total"
"Help","Help"
"Hide products","Hide products"
"Home Page","Home Page"
"Home","Home"
"Homepage","Homepage"
"House/Apartment number *","House/Apartment number *"
"House/Apartment number","House/Apartment number"
"House/Apartment number","House/Apartment number"
"How it Works","How it Works"
"How many Petsies of this exact same design?","How many Petsies of this exact same design?"
"Hurry - save your spot in line!","Hurry - save your spot in line!"
"I accept ","I accept "
"I accept terms and conditions","I accept terms and conditions"
"I agree to","I agree to"
"I have a company and want to receive an invoice for every order","I have a company and want to receive an invoice for every order"
"I want to create an account","I want to create an account"
"I want to create an account","I want to create an account"
"I want to create an account'","I want to create an account'"
"I want to generate an invoice for the company","I want to generate an invoice for the company"
"I want to receive a newsletter, and agree to its terms","I want to receive a newsletter, and agree to its terms"
"If you need an assistance you can drop us a line on","If you need an assistance you can drop us a line on"
"If you want to change the password to access your account, enter the following information:","If you want to change the password to access your account, enter the following information:"
"In stock!","In stock!"
"Include this magic word in the subject line of the email","Include this magic word in the subject line of the email"
"Instant Checkout","Instant Checkout"
"Internal Application error while refreshing the tokens. Please clear the storage and refresh page.","Internal Application error while refreshing the tokens. Please clear the storage and refresh page."
"Internal Server Error 500","Internal Server Error 500"
"It carefully packaged with a personal touch","It carefully packaged with a personal touch"
"It's ordered!","It's ordered!"
"Italian","Italian"
"Italy","Italy"
"Item","Item"
"Items ordered","Items ordered"
"Join","Join"
"Keep your addresses and contact details updated.","Keep your addresses and contact details updated."
"Kidswear","Kidswear"
"Last name *","Last name *"
"Last name","Last name"
"Latest","Latest"
"Leave me review","Leave me review"
"Legal notice","Legal notice"
"Let your friends know about Petsies so they can make their own amazing custom plushies.","Let your friends know about Petsies so they can make their own amazing custom plushies."
"Load more","Load more"
"Log in to your account","Log in to your account"
"Log in","Log in"
"Log out","Log out"
"Login to your account","Login to your account"
"Login","Login"
"Logout","Logout"
"Looks like you haven’t added any items to the bag yet. Start shopping to fill it in.","Looks like you haven’t added any items to the bag yet. Start shopping to fill it in."
"Loyalty Card","Loyalty Card"
"MM","MM"
"Magazine","Magazine"
"Manage all the shipping addresses you want (work place, home address ...) This way you won\'t have to enter the shipping address manually with each order.","Manage all the shipping addresses you want (work place, home address ...) This way you won\'t have to enter the shipping address manually with each order."
"Manage your wishlist","Manage your wishlist"
"Media","Media"
"Men's fashion","Men's fashion"
"Menu","Menu"
"Month","Month"
"Must be greater than 0","Must be greater than 0"
"My Account","My Account"
"My Cart","My Cart"
"My Recently viewed products","My Recently viewed products"
"My account","My account"
"My loyalty card","My loyalty card"
"My newsletter","My newsletter"
"My orders","My orders"
"My product reviews","My product reviews"
"My profile","My profile"
"My reviews","My reviews"
"My shipping details","My shipping details"
"Name must have at least 2 letters.","Name must have at least 2 letters."
"Name must have at least 3 letters.","Name must have at least 3 letters."
"Name","Name"
"Network error. Please try again later","Network error. Please try again later"
"New Luma Yoga Collection","New Luma Yoga Collection"
"New Password","New Password"
"New password *","New password *"
"Newsletter","Newsletter"
"Next","Next"
"No available product variants","No available product variants"
"No orders yet","No orders yet"
"No products found!","No products found!"
"No products synchronized for this category. Please come back while online!","No products synchronized for this category. Please come back while online!"
"No products yet","No products yet"
"No results were found.","No results were found."
"No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!","No reviews have been posted yet. Please don't hesitate to share Your opinion and write the first review!"
"Now you can get a custom plush lookalike of your pet from @PetsiesOfficial. Check it out! https://t.co/YxtXW7CYJQ","Now you can get a custom plush lookalike of your pet from @PetsiesOfficial. Check it out! https://t.co/YxtXW7CYJQ"
"OK","OK"
"Open Cart","Open Cart"
"Open menu","Open menu"
"Open microcart","Open microcart"
"Open my account","Open my account"
"Open search panel","Open search panel"
"Open wishlist","Open wishlist"
"Optional. Leave blank if unsure","Optional. Leave blank if unsure"
"Or if you will stay on 'Order confirmation' page, the order will be placed automatically without confirmation, once the internet connection will be back.","Or if you will stay on 'Order confirmation' page, the order will be placed automatically without confirmation, once the internet connection will be back."
"Order #","Order #"
"Order #{id}","Order #{id}"
"Order Complete","Order Complete"
"Order ID","Order ID"
"Order No.","Order No."
"Order Summary","Order Summary"
"Order confirmation","Order confirmation"
"Order date","Order date"
"Order details","Order details"
"Order details","Order details"
"Order history","Order history"
"Order informations","Order informations"
"Order review","Order review"
"Orders","Orders"
"Other components","Other components"
"Others","Others"
"Our service is not responsible for local tariffs or duties on international shipments","Our service is not responsible for local tariffs or duties on international shipments"
"Out of stock!","Out of stock!"
"Out of the stock!","Out of the stock!"
"Password *","Password *"
"Password change","Password change"
"Password has successfully been changed","Password has successfully been changed"
"Password must contain at least 3 different character classes: lower case, upper case, digits, special characters.","Password must contain at least 3 different character classes: lower case, upper case, digits, special characters."
"Password must have at least 8 letters.","Password must have at least 8 letters."
"Password","Password"
"Passwords must be identical","Passwords must be identical"
"Passwords must be identical.","Passwords must be identical."
"Payment method","Payment method"
"Payment","Payment"
"Personal Details","Personal Details"
"Personal data","Personal data"
"Pet Info","Pet Info"
"Pet Name","Pet Name"
"Pet's name","Pet's name"
"Petsies are not replicas of your pet. They are handcrafted plush works of art. For better or worse, Petsies will not smell, shed, or bite like your pet","Petsies are not replicas of your pet. They are handcrafted plush works of art. For better or worse, Petsies will not smell, shed, or bite like your pet"
"Petsies","Petsies"
"Phone Number","Phone Number"
"Phone number may be needed by carrier","Phone number may be needed by carrier"
"Phone number","Phone number"
"Photo","Photo"
"Place the order","Place the order"
"Please change Your search criteria and try again. If still not finding anything relevant, please visit the Home page and try out some of our bestsellers!","Please change Your search criteria and try again. If still not finding anything relevant, please visit the Home page and try out some of our bestsellers!"
"Please check if all data are correct","Please check if all data are correct"
"Please configure product bundle options and fix the validation errors","Please configure product bundle options and fix the validation errors"
"Please configure product custom options and fix the validation errors","Please configure product custom options and fix the validation errors"
"Please confirm order you placed when you was offline","Please confirm order you placed when you was offline"
"Please feel free to email","Please feel free to email"
"Please fix the validation errors","Please fix the validation errors"
"Please provide valid city name","Please provide valid city name"
"Please provide valid e-mail address.","Please provide valid e-mail address."
"Please provide valid phone number","Please provide valid phone number."
"Please provide within 3 days","Please provide within 3 days"
"Please wait ...","Please wait ..."
"Please, check credentials","Please, check credentials"
"Please, fill required fields","Please, fill required fields"
"Price Savings","Price Savings"
"Price {variant}","Price {variant}"
"Price","Price"
"Price: High to low","Price: High to low"
"Price: Low to high","Price: Low to high"
"Privacy Policy","Privacy Policy"
"Privacy policy","Privacy policy"
"Proceed to checkout","Proceed to checkout"
"Processing order...","Processing order..."
"Product Name","Product Name"
"Product details","Product details"
"Product has been added to the cart!","Product has been added to the cart!"
"Product price is unknown, product cannot be added to the cart!","Product price is unknown, product cannot be added to the cart!"
"Product quantity has been updated!","Product quantity has been updated!"
"Product suggestions","Product suggestions"
"Product {productName} has been added to wishlist!","Product {productName} has been added to wishlist!"
"Product {productName} has been removed from wishlist!","Product {productName} has been removed from wishlist!"
"Products found","Products found"
"Products","Products"
"Profile","Profile"
"Provide Photos Later","Provide Photos Later"
"Provided email does not exist","Provided email does not exist"
"Purchase","Purchase"
"Qty","Qty"
"Quantity & Shipping Discounts","Quantity & Shipping Discounts"
"Quantity","Quantity"
"Quantity","Quantity"
"Quick Links","Quick Links"
"Read all {count} review","Read all {count} review"
"Read all {review} review","Read all {review} review"
"Read less","Read less"
"Read more","Read more"
"Read reviews","Read reviews"
"Receive a Free Drawing & Storybook","Receive a Free Drawing & Storybook"
"Referral Rewards","Referral Rewards"
"Refund & Return Policy","Refund & Return Policy"
"Register an account","Register an account"
"Register now","Register now"
"Register","Register"
"Registering the account ...","Registering the account ..."
"Remake order","Remake order"
"Remember me","Remember me"
"Remember me","Remember me"
"Remove from compare","Remove from compare"
"Remove","Remove"
"Repeat Password","Repeat Password"
"Repeat new password *","Repeat new password *"
"Repeat password *","Repeat password *"
"Repeat password","Repeat password"
"Resellers","Resellers"
"Reset password feature does not work while offline!","Reset password feature does not work while offline!"
"Reset password","Reset password"
"Resetting the password ... ","Resetting the password ... "
"Rest assured, we offer free returns within 30 days","Rest assured, we offer free returns within 30 days"
"Return policy","Return policy"
"Return to home","Return to home"
"Return to shopping","Return to shopping"
"Returns","Returns"
"Review order","Review order"
"Review","Review"
"Reviews","Reviews"
"Rising Starts","Rising Starts"
"SKU","SKU"
"SKU: {sku}","SKU: {sku}"
"Safety","Safety"
"Sale","Sale"
"Save for later","Save for later"
"Search","Search"
"Searched term should consist of at least 3 characters.","Searched term should consist of at least 3 characters."
"See details","See details"
"See our bestsellers","See our bestsellers"
"Select No","Select No"
"Select Yes","Select Yes"
"Select Your Type of Pet","Select Your Type of Pet"
"Select color ","Select color "
"Select size {variant}","Select size {variant}"
"Selected variant is out of stock","Selected variant is out of stock"
"Send my feedback","Send my feedback"
"Send photos later","Send photos later"
"Services","Services"
"Share Your Look","Share Your Look"
"Share with Petsies","Share with Petsies"
"Ship to my default address","Ship to my default address"
"Shipping address","Shipping address"
"Shipping details","Shipping details"
"Shipping method","Shipping method"
"Shipping","Shipping"
"Shopping Cart","Shopping Cart"
"Shopping cart is empty. Please add some products before entering Checkout","Shopping cart is empty. Please add some products before entering Checkout"
"Shopping cart","Shopping cart"
"Shopping summary","Shopping summary"
"Show products","Show products"
"Show subcategories","Show subcategories"
"Sign up to our newsletter and receive a coupon for 10% off!","Sign up to our newsletter and receive a coupon for 10% off!"
"Similar Products","Similar Products"
"Similar products","Similar products"
"Size guide","Size guide"
"Size","Size"
"Social","Social"
"Some fields are invalid","Some fields are invalid"
"Some of the ordered products are not available!","Some of the ordered products are not available!"
"Some products you've ordered are out of stock. Your order has been canceled.","Some products you've ordered are out of stock. Your order has been canceled."
"Something went wrong ...","Something went wrong ..."
"Something went wrong","Something went wrong"
"Something went wrong, sorry","Something went wrong, sorry"
"Something went wrong. Please try another payment method","Something went wrong. Please try another payment method"
"Something went wrong. Try again in a few seconds.","Something went wrong. Try again in a few seconds."
"Sort By","Sort By"
"Start shopping","Start shopping"
"Start shopping","Start shopping"
"State / Province","State / Province"
"State/Province","State/Province"
"Status","Status"
"Stock check in progress, please wait while available stock quantities are checked","Stock check in progress, please wait while available stock quantities are checked"
"Store locator","Store locator"
"Story","Story"
"Street Name","Street Name"
"Street name *","Street name *"
"Street name","Street name"
"Subscribe to Newsletters","Subscribe to Newsletters"
"Subscribe to the newsletter and receive a coupon for 10% off","Subscribe to the newsletter and receive a coupon for 10% off"
"Subscribe","Subscribe"
"Subtotal Incl Tax","Subtotal Incl Tax"
"Subtotal incl. tax","Subtotal incl. tax"
"Subtotal","Subtotal"
"Success! Your storybook is on it's way","Success! Your storybook is on it's way"
"Sucessfully changed password","Sucessfully changed password"
"Summary","Summary"
"Tax ID *","Tax ID *"
"Tax ID must have at least 3 letters.","Tax ID must have at least 3 letters."
"Tax identification number *","Tax identification number *"
"Tax identification number must have at least 3 letters.","Tax identification number must have at least 3 letters."
"Tax identification number","Tax identification number"
"Tax","Tax"
"Tell us about your pet's coloration and defining feature(s).","Tell us about your pet's coloration and defining feature(s)."
"Terms and conditions","Terms and conditions"
"Terms of Service","Terms of Service"
"Text components","Text components"
"Thank You - You've Ordered a Custom {storeName} Plushie","Thank You - You've Ordered a Custom {storeName} Plushie"
"Thank You","Thank You"
"Thank you for ordering a custom {storeName} toy","Thank you for ordering a custom {storeName} toy"
"Thank you for placing your Petsies order.","Thank you for placing your Petsies order."
"Thank you for your subscription!","Thank you for your subscription!"
"That payment method was not accepted for this transaction. Please choose another.","That payment method was not accepted for this transaction. Please choose another."
"The OrderNumber is {id}","The Order Number is {id}"
"The Standard size fits most animals. We recommend the Miniature size for smaller dog breeds, miniature cats, hamsters, etc.","The Standard size fits most animals. We recommend the Miniature size for smaller dog breeds, miniature cats, hamsters, etc."
"The new account will be created with the purchase. You will receive details on e-mail.","The new account will be created with the purchase. You will receive details on e-mail."
"The order can not be transfered because of server error. Order has been queued","The order can not be transfered because of server error. Order has been queued"
"The product is out of stock and cannot be added to the cart!","The product is out of stock and cannot be added to the cart!"
"The product, category or CMS page is not available in Offline mode. Redirecting to Home.","The product, category or CMS page is not available in Offline mode. Redirecting to Home."
"The server order id has been set to ","The server order id has been set to "
"There is no Internet connection. You can still place your order. We will notify you if any of ordered products is not available because we cannot check it right now.","There is no Internet connection. You can still place your order. We will notify you if any of ordered products is not available because we cannot check it right now."
"This feature is not implemented yet! Please take a look at https://github.com/DivanteLtd/vue-storefront/issues for our Roadmap!","This feature is not implemented yet! Please take a look at https://github.com/DivanteLtd/vue-storefront/issues for our Roadmap!"
"This feature is not implemented yet! Please take a look at","This feature is not implemented yet! Please take a look at"
"This payment method already exists in Your vault.","This payment method already exists in Your vault."
"This product is out of stock.","This product is out of stock."
"Thumbnail","Thumbnail"
"To finish the order just come back to our store while online. Your order will be sent to the server as soon as you come back here while online and then confirmed regarding the stock quantities of selected items","To finish the order just come back to our store while online. Your order will be sent to the server as soon as you come back here while online and then confirmed regarding the stock quantities of selected items"
"Toggle password visibility","Toggle password visibility"
"Total Discounts","Total Discounts"
"Total items","Total items"
"Total","Total"
"Totals","Totals"
"Track my order","Track my order"
"Try again","Try again"
"Type what you are looking for...","Type what you are looking for..."
"Type your opinion","Type your opinion"
"Type","Type"
"Type","Type"
"Typography","Typography"
"Unable to initialize the uploader control...","Unable to initialize the uploader control..."
"Unfortunately we can't find the page you are looking for.","Unfortunately we can't find the page you are looking for."
"Unhandled error, wrong response format!","Unhandled error, wrong response format!"
"United States","United States"
"Update item","Update item"
"Update my preferences","Update my preferences"
"Update my profile","Update my profile"
"Update my shipping details","Update my shipping details"
"Update password","Update password"
"Update personal data","Update personal data"
"Update the address","Update the address"
"Upgrade Your Petsies (optional)","Upgrade Your Petsies (optional)"
"Upload Back View photo","Upload Back View photo"
"Upload Now","Upload Now"
"Upload Photo of Pet","Upload Photo of Pet"
"Upload Side View photo","Upload Side View photo"
"Upload your pet's photo","Upload your pet's photo"
"Use gift card to checkout","Use gift card to checkout"
"Use my billing data","Use my billing data"
"Use my company's address details","Use my company's address details"
"Use my company's address details","Use my company's address details"
"VIEW","VIEW"
"Value","Value"
"Veterinarians","Veterinarians"
"View all","View all"
"View order","View order"
"View","View"
"Vuestore","Vuestore"
"Want to upload photos now? Please use","Want to upload photos now? Please use"
"We can't find the page","We can't find the page"
"We found other products you might like","We found other products you might like"
"We recommend 3 photos from different angles. Please try to show your pet's special markings","We recommend 3 photos from different angles. Please try to show your pet's special markings"
"We use cookies to give you the best shopping experience.","We use cookies to give you the best shopping experience."
"We will refund the rush fee in the unlikely event we do not meet a promised delivery date","We will refund the rush fee in the unlikely event we do not meet a promised delivery date"
"We will send you details regarding the order","We will send you details regarding the order"
"We will send you the invoice to given e-mail address","We will send you the invoice to given e-mail address"
"We'll also send you a reminder email with instructions after you place your order","We'll also send you a reminder email with instructions after you place your order"
"We'll send you a digital copy of the coloring book via email for you to download when ready!","We'll send you a digital copy of the coloring book via email for you to download when ready!"
"We've noticed Internal Server Error while rendering this request.","We've noticed Internal Server Error while rendering this request."
"We've sent password reset instructions to your email. Check your inbox and follow the link.","We've sent password reset instructions to your email. Check your inbox and follow the link."
"What we can improve?","What we can improve?"
"When you're ready, please email photo to:","When you're ready, please email photo to:"
"Whether it makes us laugh, cry, or just gives us butterflies in our stomach... our team loves hearing the stories behind the plush. Sometimes, we handpick stories to share in our Spotlights or with the media.","Whether it makes us laugh, cry, or just gives us butterflies in our stomach... our team loves hearing the stories behind the plush. Sometimes, we handpick stories to share in our Spotlights or with the media."
"Wishlist","Wishlist"
"Woah! @Petsies makes a custom plush lookalike of your pet (just send them a photo!). Check out", "Woah! @Petsies makes a custom plush lookalike of your pet (just send them a photo!). Check out"
"Women fashion","Women fashion"
"You are logged in as {firstname}","You are logged in as {firstname}"
"You are logged in!","You are logged in!"
"You are offline","You are offline"
"You are offline. Some features might not be available.","You are offline. Some features might not be available."
"You can allow us to remind you about the order via push notification after coming back online. You'll only need to click on it to confirm.","You can allow us to remind you about the order via push notification after coming back online. You'll only need to click on it to confirm."
"You can also use","You can also use"
"You can check status of your order by using our delivery status feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","You can check status of your order by using our delivery status feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress."
"You can do this now or after placing your order","You can do this now or after placing your order"
"You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data,</b> check <b>history of transactions,</b> edit <b>subscription to newsletter.</b>","You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data,</b> check <b>history of transactions,</b> edit <b>subscription to newsletter.</b>"
"You currently have no orders","You currently have no orders"
"You have been successfully subscribed to our newsletter!","You have been successfully subscribed to our newsletter!"
"You have been successfully unsubscribed from our newsletter!","You have been successfully unsubscribed from our newsletter!"
"You have no items to compare.","You have no items to compare."
"You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress."
"You may select up to 3 most prominent color(s) of your animal to assist our team.","You may select up to 3 most prominent color(s) of your animal to assist our team."
"You must accept the terms and conditions.","You must accept the terms and conditions."
"You need to be logged in to see this page","You need to be logged in to see this page"
"You submitted your review for moderation.","You submitted your review for moderation."
"You will be presented with Apple Pay at the end of the checkout process","You will be presented with Apple Pay at the end of the checkout process"
"You will complete your payment via PayPal. After You will make payment, order will be automatically placed","You will complete your payment via PayPal. After You will make payment, order will be automatically placed"
"You will receive Push notification about the order.","You will receive Push notification about the order."
"You will receive Push notification after coming back online. You can confirm the order by clicking on it","You will receive Push notification after coming back online. You can confirm the order by clicking on it"
"You'll receive a confirmation email with your order number shortly!","You'll receive a confirmation email with your order number shortly!"
"You're logged out","You're logged out"
"You've entered an incorrect coupon code. Please try again.","You've entered an incorrect coupon code. Please try again."
"You've successfully placed the order","You've successfully placed the order"
"Your Account","Your Account"
"Your Pet's Breed","Your Pet's Breed"
"Your Pet's Name","Your Pet's Name"
"Your bag is empty","Your bag is empty"
"Your color input is especially helpful when photos are blurry or poorly lit. If left blank, our designers will use their professional judgement.","Your color input is especially helpful when photos are blurry or poorly lit. If left blank, our designers will use their professional judgement."
"Your current email address is","Your current email address is"
"Your e-mail","Your e-mail"
"Your email","Your email"
"Your feedback is important for us. Let us know what we could improve.","Your feedback is important for us. Let us know what we could improve."
"Your purchase","Your purchase"
"Your shopping cart is empty.","Your shopping cart is empty."
"Your story has just been broadcast to the design team. Thank you very much for giving us the opportunity to be a part of your family.","Your story has just been broadcast to the design team. Thank you very much for giving us the opportunity to be a part of your family."
"Your wishlist is empty.","Your wishlist is empty."
"You’ll receive dispatch confirmation and an arrival date","You’ll receive dispatch confirmation and an arrival date"
"Zip-code *","Zip-code *"
"Zip-code must have at least 3 letters.","Zip-code must have at least 3 letters."
"Zip-code","Zip-code"
"a chat","a chat"
"a contact page","a contact page"
"browse our catalog","browse our catalog"
"color","color"
"color_filter","Color"
"design variant","design variant"
"email","email"
"erin_recommends_filter","Erin Recommends"
"for our Roadmap!","for our Roadmap!"
"if you have any questions.","if you have any questions."
"is an automated inbox used only for receiving images","is an automated inbox used only for receiving images"
"login in to your account","login in to your account"
"login to your account","login to your account"
"login","login"
"or fill the details below","or fill the details below"
"or login to your account","or login to your account"
"or make up your own","or make up your own"
"or write to us through","or write to us through"
"or","or"
"our uploader","our uploader"
"password","password"
"price_filter","Price"
"register an account","register an account"
"return to log in","return to log in"
"search","search"
"send them to us later","send them to us later"
"size","size"
"size_filter","Size"
"to account","to account"
"to find product you were looking for.","to find product you were looking for."
"to find something beautiful for You!","to find something beautiful for You!"
"{count} Reviews","{count} Reviews"
"{count} items","{count} items"
